,player,team,line,stat,league,date,event_time,time,prop_id
472,Reduxx,G2 Esports (MAPS 1-2 Kills),32.5,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,3ea370d9-d
473,Josh Hart,CLE,6.5,PTS,7,2023-10-31 18:40:00-05:00,2023-10-31 18:40:00-05:00,2023-10-31 12:21:00,0d5ef72c-9
474,Jaylen Waddle,KC,68.5,Receiving Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,c66b63c1-4
475,Gumayusi,LNG (MAPS 1-3 Kills),9.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,c2177dbd-e
476,Verno,G2 Esports (MAPS 1-2 Kills),32.0,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,796e35e2-8
477,Keria,LNG (MAPS 1-3 Kills),1.5,MAPS 1-3 Kills,121,2023-11-05 02:00:00-06:00,2023-11-05 02:00:00-06:00,2023-10-31 12:21:00,788a87b6-c
478,dapr,G2 Esports (MAPS 1-2 Kills),26.5,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,06f05eb4-0
479,mitch,G2 Esports (MAPS 1-2 Kills),26.5,MAPS 1-2 Kills,159,2023-11-01 19:00:00-05:00,2023-11-01 19:00:00-05:00,2023-10-31 12:21:00,aea48d93-5
480,Travis Kelce,MIA,80.5,Receiving Yards,9,2023-11-05 08:30:00-06:00,2023-11-05 08:30:00-06:00,2023-10-31 12:21:00,4fdef535-7
481,TenZ,G2 Esports (MAPS 1-2 Kills),32.0,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,3d7d40b0-0
482,zekken,G2 Esports (MAPS 1-2 Kills),36.0,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,9b11f5ce-b
483,johnqt,G2 Esports (MAPS 1-2 Kills),28.0,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,9c9ba68e-5
484,Sacy,G2 Esports (MAPS 1-2 Kills),27.0,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,95f289f2-2
485,leaf,Sentinels (MAPS 1-2 Kills),36.5,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,b6ba99bd-8
486,trent,Sentinels (MAPS 1-2 Kills),32.0,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,be401a01-c
487,valyn,Sentinels (MAPS 1-2 Kills),31.0,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,a97ed4a5-7
488,neT,Sentinels (MAPS 1-2 Kills),29.5,MAPS 1-2 Kills,159,2023-11-01 22:00:00-05:00,2023-11-01 22:00:00-05:00,2023-10-31 12:21:00,61632af8-a
489,Victor Wembanyama,PHX 1Q,1.5,TRB,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,d2f849f9-2
490,Victor Wembanyama,PHX 1st Half,12.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c8134ab7-4
491,Victor Wembanyama,PHX,16.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,13f82946-9
492,Victor Wembanyama,PHX 1st Half,8.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,13f82946-9
493,Victor Wembanyama,PHX,22.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,e1eebc97-c
494,Victor Wembanyama,PHX,24.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c8134ab7-4
495,Victor Wembanyama,PHX,18.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,53dd83be-3
496,Victor Wembanyama,PHX 1Q,4.5,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,992c75a4-1
497,Victor Wembanyama,PHX,6.5,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,08758d8d-5
498,Victor Wembanyama,PHX,8.0,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,1c7401e4-6
499,Kevin Durant,SAS,7.5,FT,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,2ce16fd3-2
500,Kevin Durant,SAS,8.0,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,d989b48a-b
501,Kevin Durant,SAS 1Q,1.5,AST,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,66ddcfa1-4
502,Kevin Durant,SAS,13.5,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,baeedc13-7
503,Kevin Durant,SAS,39.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,e1ee0179-b
504,Kevin Durant,SAS,31.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,bdbdca5b-7
505,Kevin Durant,SAS 1st Half,15.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,bdbdca5b-7
506,Kevin Durant,SAS 1st Half,22.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,70d07f64-2
507,Kevin Durant,SAS,45.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,70d07f64-2
508,Kevin Durant,SAS,0.5,ORB,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,16c955c4-2
509,Kevin Durant,SAS,36.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,9e8c4243-3
510,Kevin Durant,SAS 1Q,7.5,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,c886d2eb-5
511,Kevin Durant,SAS,21.5,FGA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,89573e12-3
512,Devin Vassell,PHX,2.5,FT,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,ea4a547f-0
513,Devin Vassell,PHX,1.5,TOV,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,e86258f0-5
514,Devin Vassell,PHX,20.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,4942b218-c
515,Devin Vassell,PHX,25.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,df6dbab2-c
516,Devin Vassell,PHX 1st Half,13.0,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,df6dbab2-c
517,Devin Vassell,PHX 1Q,4.5,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,ce39e7ca-c
518,Devin Vassell,PHX,21.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,bd120522-3
519,Devin Vassell,PHX,1.5,BLK+STL,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,88393fa7-a
520,Devin Vassell,PHX,17.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,a2dc5adf-2
521,Devin Vassell,PHX 1st Half,9.0,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,a2dc5adf-2
522,Devin Vassell,PHX,14.5,FGA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,eb8fe834-d
523,Devin Vassell,PHX,7.5,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,52f4edc3-d
524,Devin Vassell,PHX,6.0,3PA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,086f3388-e
525,Eric Gordon,SAS 1st Half,8.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,1154daeb-5
526,Eric Gordon,SAS 1Q,4.5,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,d06b4111-3
527,Eric Gordon,SAS 1st Half,11.0,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c291f31d-f
528,Eric Gordon,SAS,18.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,76f512bd-1
529,Eric Gordon,SAS,18.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,57bcf0c0-1
530,Eric Gordon,SAS,7.0,3PA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,3174e61c-5
531,Eric Gordon,SAS,13.5,FGA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,a2010538-f
532,Eric Gordon,SAS,21.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c291f31d-f
533,Eric Gordon,SAS,16.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,1154daeb-5
534,Bijan Robinson,MIN,61.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,c6b3ad5f-c
535,Eric Gordon,SAS,1.5,TOV,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,a0f53f9a-4
536,Keldon Johnson,PHX 1st Half,8.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,0f6311a7-3
537,Keldon Johnson,PHX,21.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,f9161a9b-0
538,Keldon Johnson,PHX,5.0,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,b18109df-e
539,Keldon Johnson,PHX,14.0,FGA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,ff819e4e-a
540,Keldon Johnson,PHX,1.5,TOV,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,ad479e7c-0
541,Keldon Johnson,PHX,3.5,AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,d0e2e3b0-7
542,Keldon Johnson,PHX,20.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,4dd16f6d-f
543,Keldon Johnson,PHX,8.5,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,781dce48-5
544,Keldon Johnson,PHX,25.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,3bdbcb42-3
545,Keldon Johnson,PHX 1Q,3.5,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,d1b77baf-1
546,Keldon Johnson,PHX,4.5,3PA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,c7632dcf-e
547,Keldon Johnson,PHX 1st Half,12.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,3bdbcb42-3
548,Keldon Johnson,PHX,16.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,0f6311a7-3
549,Jusuf Nurkic,SAS,23.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,edfa9de1-9
550,Jusuf Nurkic,SAS 1st Half,6.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,5d89f29f-a
551,Jusuf Nurkic,SAS,9.5,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,b8b61bea-5
552,Jusuf Nurkic,SAS 1Q,4.0,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,24614e19-b
553,Jusuf Nurkic,SAS,3.5,AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,33feb0a1-0
554,Jusuf Nurkic,SAS,0.5,3P,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c504b429-b
555,Jusuf Nurkic,SAS,26.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,f638fe9a-1
556,Jusuf Nurkic,SAS,9.5,FGA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,7420d037-a
557,Jusuf Nurkic,SAS 1st Half,13.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,f638fe9a-1
558,Jusuf Nurkic,SAS,13.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,5d89f29f-a
559,Jusuf Nurkic,SAS,13.5,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,81799ebb-4
560,Jusuf Nurkic,SAS,16.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,f98e67d2-2
561,Jusuf Nurkic,SAS,2.5,FT,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,ebdcb75c-c
562,Jusuf Nurkic,SAS,7.0,DRB,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,af79c436-5
563,Jusuf Nurkic,SAS,2.5,ORB,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,874d5778-8
564,Zach Collins,PHX 1st Half,6.0,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,ae5d1880-c
565,Zach Collins,PHX,6.5,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,e2f09751-9
566,Zach Collins,PHX,22.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c014c359-6
567,Zach Collins,PHX,18.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,853eeaef-0
568,Zach Collins,PHX,11.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,ae5d1880-c
569,Zach Collins,PHX,4.0,AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,b58f37d3-5
570,Zach Collins,PHX,10.5,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,bb613a63-b
571,Zach Collins,PHX 1st Half,12.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c014c359-6
572,Zach Collins,PHX 1Q,2.5,PTS,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,b9cafcfd-4
573,Zach Collins,PHX,15.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,64dad96a-7
574,Grayson Allen,SAS 1Q,0.5,AST,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,82e061f8-f
575,Grayson Allen,SAS,13.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,f20d2cb9-9
576,Grayson Allen,SAS,6.0,3PA,7,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,57c92ac3-1
577,Grayson Allen,SAS,14.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,086cc8ca-0
578,Grayson Allen,SAS 1st Half,8.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,df52140d-e
579,Grayson Allen,SAS 1st Half,5.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,18f8bb08-6
580,Grayson Allen,SAS,16.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,df52140d-e
581,Grayson Allen,SAS,11.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,18f8bb08-6
582,Jeremy Sochan,PHX,15.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,bdeea440-7
583,Jeremy Sochan,PHX 1st Half,9.5,PTS+TRB+AST,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,b847d137-d
584,Jeremy Sochan,PHX,19.5,PTS+TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,b847d137-d
585,Jeremy Sochan,PHX,13.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,c38233bd-b
586,Jeremy Sochan,PHX,9.5,TRB+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,09112192-5
587,Jeremy Sochan,PHX,5.5,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,5ab64675-a
588,Jeremy Sochan,PHX,10.0,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,9604ed7e-6
589,Jeremy Sochan,PHX 1st Half,5.0,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,9604ed7e-6
590,Jeremy Sochan,PHX,0.5,3P,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,15d992c6-f
591,Josh Okogie,SAS,4.5,TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,89690739-2
592,Josh Okogie,SAS 1st Half,4.5,PTS,84,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,ca89db3d-1
593,Josh Okogie,SAS 1Q,0.5,AST,192,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,fdc85e2b-9
594,Josh Okogie,SAS,13.5,PTS+TRB,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,73298388-d
595,Josh Okogie,SAS,9.5,PTS,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,ca89db3d-1
596,Josh Okogie,SAS,11.5,PTS+AST,7,2023-10-31 21:10:00-05:00,2023-10-31 21:10:00-05:00,2023-10-31 12:21:00,f2032783-a
597,T.J. Hockenson,ATL,48.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,92f3b4c9-9
598,Younghoe Koo,MIN,1.5,FG Made,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,f8ac321b-d
599,Kawhi Leonard,ORL 1st Half,17.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,625ce3f7-6
600,Kawhi Leonard,ORL 1Q,6.5,PTS,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c60eed73-9
601,Kawhi Leonard,ORL,4.0,AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,9d1855ee-9
602,Kawhi Leonard,ORL,34.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,625ce3f7-6
603,Geno Smith,BAL,243.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,6fab9340-b
604,Kawhi Leonard,ORL,6.0,TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,fa9438d4-9
605,Kawhi Leonard,ORL 1Q,1.5,TRB,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,fa9438d4-9
606,Geno Smith,BAL,1.5,Pass+Rush+Rec TDs,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,6a74029f-7
607,Kawhi Leonard,ORL,23.5,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c60eed73-9
608,Kawhi Leonard,ORL 1st Half,11.5,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c60eed73-9
609,Paolo Banchero,LAC,20.5,PTS+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,a3cdf290-6
610,Lamar Jackson,SEA,229.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,0e9f9fc3-4
611,Lamar Jackson,SEA,1.5,Pass+Rush+Rec TDs,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,cc5108bb-d
612,Paolo Banchero,LAC,10.5,TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,ea92ee79-1
613,Paolo Banchero,LAC,23.5,PTS+TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,0ff652ae-0
614,Lamar Jackson,SEA,37.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,956109f7-4
615,Paolo Banchero,LAC,6.5,TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,03ffb8db-7
616,Paolo Banchero,LAC,16.5,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,77c326d7-6
617,Paolo Banchero,LAC,27.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,42ff35c6-9
618,Paolo Banchero,LAC,3.5,AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,3d85e804-e
619,Paolo Banchero,LAC 1st Half,8.5,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,77c326d7-6
620,Paolo Banchero,LAC,2.5,TOV,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,47fb0c22-4
621,Paolo Banchero,LAC 1Q,4.5,PTS,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,77c326d7-6
622,Paolo Banchero,LAC 1st Half,13.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,42ff35c6-9
623,Paul George,ORL 1st Half,16.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c5ec7db3-6
624,Paul George,ORL,5.0,TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,3f7f3d80-a
625,Paul George,ORL,33.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c5ec7db3-6
626,Paul George,ORL,24.5,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,04848ff1-9
627,Paul George,ORL 1Q,5.5,PTS,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,04848ff1-9
628,Paul George,ORL,4.0,AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,524165f5-d
629,Paul George,ORL 1st Half,12.5,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,04848ff1-9
630,Franz Wagner,LAC,22.5,PTS+TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,8da04d02-4
631,Franz Wagner,LAC,7.5,TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,f7f7e51d-3
632,Franz Wagner,LAC 1Q,4.5,PTS,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,b4495d94-f
633,Franz Wagner,LAC,4.0,TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,43c03d0c-5
634,Franz Wagner,LAC,25.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c769140d-c
635,Franz Wagner,LAC 1st Half,12.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c769140d-c
